slot, dow, hour, int_demand, ext_demand
899, 6, 12, 6.9494, 869.3866
900, 6, 13, 4.8036, 852.5719
901, 6, 14, 18.7851, 757.6413
902, 6, 15, 25.1864, 768.4325
903, 6, 16, 35.1911, 758.409
904, 6, 17, 38.9737, 694.5493
905, 6, 18, 35.9888, 768.5784
906, 6, 19, 41.3501, 771.8837
907, 6, 20, 38.6389, 825.0034
908, 6, 21, 32.2164, 774.9895
909, 6, 22, 35.5615, 828.9147
910, 6, 23, 34.2863, 878.8027
911, 7, 0, 35.1193, 809.9933
912, 7, 1, 35.9463, 899.2598
913, 7, 2, 36.6794, 856.5945
914, 7, 3, 41.6254, 881.1043
915, 7, 4, 42.2826, 945.787
916, 7, 5, 38.6458, 845.3762
917, 7, 6, 39.579, 890.8237
918, 7, 7, 39.6496, 954.5688
919, 7, 8, 43.1324, 981.379
920, 7, 9, 20.97, 956.0857
921, 7, 10, 12.07, 828.2862
922, 7, 11, -4.9283, 1067.8736
923, 7, 12, 8.415, 839.3564
924, 7, 13, 4.8706, 893.5771
925, 7, 14, 15.8766, 899.7537
926, 7, 15, 28.7441, 867.4126
927, 7, 16, 31.9687, 733.7775
928, 7, 17, 34.5759, 886.2381
929, 7, 18, 38.2277, 802.1014
930, 7, 19, 33.7855, 986.6512
931, 7, 20, 38.915, 793.1437
932, 7, 21, 27.3986, 852.1252
933, 7, 22, 33.994, 870.2741
934, 7, 23, 33.8715, 861.077
935, 1, 0, 34.7852, 828.8161
936, 1, 1, 37.452, 783.9928
937, 1, 2, 39.5922, 797.5599
938, 1, 3, 35.5867, 789.3225
939, 1, 4, 35.235, 696.9582
940, 1, 5, 39.3033, 846.8083
941, 1, 6, 43.7709, 834.9464
942, 1, 7, 43.1952, 823.91
943, 1, 8, 46.6541, 894.3448
944, 1, 9, 46.6446, 949.2207
945, 1, 10, 22.3469, 1046.1388
946, 1, 11, 10.6859, 991.505
947, 1, 12, 12.9293, 898.7333
948, 1, 13, 6.3331, 818.0516
949, 1, 14, 10.9094, 795.6531
950, 1, 15, 27.0224, 920.8849
951, 1, 16, 30.6173, 997.9688
952, 1, 17, 43.1614, 853.0819
953, 1, 18, 51.718, 924.5594
954, 1, 19, 47.148, 872.1835
955, 1, 20, 39.6108, 853.9941
956, 1, 21, 39.9532, 765.5578
957, 1, 22, 37.6313, 793.8534
958, 1, 23, 39.208, 732.0122
959, 2, 0, 38.3433, 701.8691
960, 2, 1, 36.1792, 608.7463
961, 2, 2, 38.3226, 746.1043
962, 2, 3, 38.0844, 692.9426
963, 2, 4, 40.1923, 678.9194
964, 2, 5, 41.357, 682.2402
965, 2, 6, 45.8957, 651.868
966, 2, 7, 50.3958, 682.4059
967, 2, 8, 47.9698, 822.6389
968, 2, 9, 43.0189, 795.6418
969, 2, 10, 23.2502, 907.5307
970, 2, 11, 20.8388, 968.2211
971, 2, 12, 17.8367, 874.2179
972, 2, 13, 5.5274, 727.0508
973, 2, 14, 22.3354, 876.5387
974, 2, 15, 30.9434, 753.5978
975, 2, 16, 37.0871, 930.1788
976, 2, 17, 42.1723, 871.9041
977, 2, 18, 50.6008, 862.6046
978, 2, 19, 46.7474, 776.3095
979, 2, 20, 42.7883, 863.4743
980, 2, 21, 45.9262, 838.9147
981, 2, 22, 46.3706, 651.0743
982, 2, 23, 42.2747, 736.4352
983, 3, 0, 41.7465, 659.4493
984, 3, 1, 41.2583, 610.322
985, 3, 2, 41.0975, 684.8169
986, 3, 3, 42.3799, 697.3639
987, 3, 4, 41.6109, 665.9306
988, 3, 5, 49.0172, 670.3509
989, 3, 6, 50.6341, 651.6559
990, 3, 7, 50.8298, 762.461
991, 3, 8, 41.8229, 754.7403
992, 3, 9, 32.7266, 814.0773
993, 3, 10, 28.4736, 825.4192
